V1,V2,R_mean,G_mean,B_mean,RGB_mean,Class
0.0008465304643460391,-0.03522962308385551,21705.375796178345,31017.489030431705,21317.93347487615,24680.2661004954,0
0.008579819661111132,0.4823609150275966,37897.90732098802,37348.85759296139,34491.8205867491,36579.52850023284,2
0.00028903683037485444,0.5080691646984039,23369.839898348157,32053.021601016517,21928.498094027953,25783.786531130874,0
0.0023712498783881,0.6637347583961377,33515.13501646542,33352.246559148865,31356.90348729207,32741.42835430212,2
0.00011188203913226625,0.8689379500286671,22145.368747844084,31734.639530872715,21665.42393928941,25181.8107393354,0
1.1081017978372563,-0.11169867918562847,23650.967725881503,28728.166222907905,9635.924851320078,20671.686266703164,1
0.5246349852140997,0.23187701482461437,24955.84742951907,31013.266998341624,14514.44776119403,23494.520729684908,1
0.0003988976234003509,-0.615036695462206,34544.152823116914,34032.74090194656,31757.8662797727,33444.92000161206,2
1.8419459987553373,0.6178765391679361,24859.493068916185,30434.031670859848,13326.91470573726,22873.479815171097,1
0.0008187418755223693,-0.5744949500543725,24979.312280701753,28751.719298245614,23837.64210526316,25856.22456140351,0
1.758716549934186,-0.029758277851356117,21079.04663212435,25942.10417234797,10008.975184074176,19010.041996182164,1
0.00024590165638405657,-0.9918429625237656,36002.732574865964,35529.55940891853,32698.447809598536,34743.57993112768,2
0.47515493474099674,0.7419230237794707,23466.305512473384,29384.911647958783,8488.074656291896,20446.430605574686,1
7.423013617793546e-05,0.9298024723852396,36229.77731529657,35753.2570239334,32858.78876170656,34947.27436697884,2
0.0005374565890075357,0.0568578311285594,22746.738255033557,31240.42953020134,21629.261744966443,25205.47651006711,0
0.0003228315540488842,1.174779863101517,30583.502212965373,33176.29367352252,28196.990367091905,30652.262084526603,0
3.203408375017136,0.6445702307690548,30325.551020408162,36692.982225148124,15677.247311827958,27565.26018579475,1
2.0848569312925698e-05,-0.248273719136522,37617.50094505421,37038.2008820506,35131.66004576052,36595.78729095511,2
0.32124313430588913,0.5844503388959145,30345.38786013986,35296.03401398601,15283.049622377623,26974.823832167833,1
0.00018583437058743035,-0.07608188701656772,35389.62618181818,34962.16513939394,32151.72576969697,34167.83903030303,2
5.5716309490015104e-05,1.178263256937848,22104.81137440758,31211.29352290679,21724.81516587678,25013.64002106372,0
0.00033410812768630967,0.6482989458601359,21585.217524980784,30756.304381245194,21244.999231360493,24528.84037919549,0
0.0002245576414993706,0.5785531553473245,38672.89089843423,37944.88888888889,35326.949677635435,37314.90982165285,2
0.0003251535797598007,0.6373895027853406,37856.221914008325,37093.01525658807,32479.334257975035,35809.52380952381,0
0.00023636741907754382,0.018608522795277676,22242.838992332967,31559.780941949615,21722.707557502737,25175.109163928442,0
0.00032841145848743364,0.8715557678524963,23271.72740740741,31385.97925925926,21757.724444444444,25471.810370370367,0
0.36103285076535924,0.9665536106024126,24529.056975203483,29652.0976717774,9595.978042778725,21259.04422991987,1
1.5013613987634118,0.4552177419820828,27012.02848926277,30657.911038245493,12792.32832531513,23487.422617607797,1
0.7024317575882132,0.8335858540873727,29166.15920208373,33262.939838637954,16642.01664443174,26357.03856171781,1
0.00019181161408515773,0.633295049029603,23105.37733142037,31720.860832137732,21505.469153515063,25443.902439024387,0
0.1570148278200878,0.9981794052749013,20016.956398207847,25501.01482533785,10436.487669835718,18651.486297793806,1
0.00026861569623214967,-2.6754058777802263,30941.65303406352,30252.770763641594,27663.184489766554,29619.202762490557,2
0.0011902357145523975,-1.4175601739388746,31669.539125224685,31212.105931695627,28938.859676452965,30606.834911124428,2
0.7504781028627602,-1.0959809208360585,24279.82649872147,31051.49805852827,8990.53622502131,21440.620260757016,1
0.0005898610538492745,0.9860792187850222,24854.446376811593,28891.084057971013,23865.69275362319,25870.4077294686,0
0.00038979424924109863,0.017053966451871388,22529.922746781114,30871.07296137339,21125.49356223176,24842.163090128754,0
0.7704204889696854,0.4304310203169471,28216.073534418192,31626.13576632396,20736.679784843738,26859.629695195297,1
0.0002708677686555785,0.6891866624177534,23593.7523231557,31900.959605537646,21902.103546368293,25798.93849168721,0
1.7371567994377013,0.22036327699163902,24609.94835830411,29554.361491871216,12908.904048453936,22357.737966209756,1
0.00010521076850813292,-1.8315309351959423,35923.4531589707,35577.42077424798,33505.19726125191,35002.0237314902,2
1.2168145905457495,0.964743831342913,30440.26897683471,34763.04728466206,15844.722512689386,27016.012924728722,1
4.4573278068333226e-05,0.8934069209480381,33381.084268197235,32745.709366031828,29781.222019306028,31969.33855117836,2
0.009680258460829878,0.019667853791057798,30184.564069871223,29577.89009307663,27883.648603850568,29215.367588932804,2
0.0041240600855419855,-1.353624873556002,33402.68797721249,32877.207896506705,30163.19468291332,32147.696852210836,2
0.00019930146070923236,0.44667026239590085,22208.609523809522,31230.25850340136,21472.30476190476,24970.390929705216,0
0.00020129646178552844,-0.5100299344142687,35246.161197490736,34803.08366286413,32038.696010434567,34029.31362359648,2
0.0002646840352501396,0.36702705101044203,26404.153686396676,29649.61163032191,25020.344755970924,27024.70335756317,0
0.00023862331246945435,0.55988188713538,25739.115237575097,29230.185326779538,24472.677225559804,26480.659263304813,0
0.672373924513213,1.1361276209437776,28496.95592875318,33805.236437659034,12888.69455470738,25063.628973706534,1
0.00018596146130094338,0.9163760369544675,33486.53760123409,33122.87543386039,30189.044350173543,32266.152461756006,0
5.340179259619701e-05,0.32016295734086375,34146.84998020847,33802.42037208075,31172.146193429213,33040.472181906145,2
0.003029450058386702,-1.1617060367702983,21013.34515235457,29676.92409972299,20703.450415512467,23797.90655586334,0
0.20347420008279737,0.8671964246970693,21965.888651428984,28862.2636287898,8931.986235375087,19920.046171864622,1
0.24138028775054698,0.5080560522470216,25105.212656364973,30552.017660044152,11888.1059602649,22515.112092224677,1
4.8677202144448466e-05,-1.3185595876154392,36767.40787125458,36292.141895488276,33299.26071573938,35452.93682749408,2
2.603879589459809,0.13591315392142853,24324.42962962963,26557.222222222223,16282.4,22388.017283950616,1
0.0012614020681361046,-3.9919158723722306,31343.813452914797,31211.81082212257,29176.2243348281,30577.282869955157,2
0.0003695515469568985,0.9641125563667581,34413.175028724625,34232.79356568365,31220.43048640368,33288.799693603985,2
1.8440829419683118,0.6558551802663007,25576.478480590882,28375.908924307212,16139.416004886989,23363.934469928365,1
0.00027200185024322913,-3.2721608430327347,34353.80877946702,34066.11671079123,32065.226652293157,33495.05071418381,2
7.107566481449556e-05,-0.10723353773408999,34292.99130831082,33799.64191542693,31246.37546795143,33113.00289722972,2
0.5529012636699403,0.23935462974247054,22701.580288327143,28367.582764266604,9353.99321113374,20141.052087909164,1
0.0008438456419011162,0.2274544670089823,25739.636363636364,28888.961876832844,23989.677419354837,26206.091886608014,0
0.0003868235911414586,0.3483431471375991,23178.533094812166,32004.923076923078,21832.701252236136,25672.05247465713,0
0.0011144254072025027,0.2310638586582045,22536.0,32184.761904761905,21988.190476190477,25569.650793650795,0
0.00014360394710555442,0.9870268805343928,35661.19251956072,35665.45903652503,33240.191151187675,34855.614235757814,2
0.00012325257434857374,-1.0665751954385116,35653.912666374476,35165.982607090955,32416.068648935434,34411.987974133626,2
0.00011461688922385212,-2.8354868382851133,34487.59520526148,34045.58990134719,31756.756550334147,33429.98055231427,2
0.4754152066764625,0.5646680726641411,30099.76009897262,34225.889086116935,18738.16448819321,27687.937891094258,1
0.8508425956394418,0.6561081021469762,28837.184398378162,33294.63400148478,15154.27605505111,25762.03148497135,1
0.00010429576890693605,0.5619208001404299,35107.446896811925,34523.10431993964,32250.575111614162,33960.37544278858,2
0.00021660355212235307,-0.06298916936781303,30839.28493062278,33098.098741529524,28569.979993546305,30835.787888566203,0
1.6125324457127292e-05,0.3155556926224708,34895.90049368468,34516.3074950311,32667.63198050907,34026.613323074955,2
1.0119835652368065,0.5635294873399747,20316.72273517481,25308.015607494686,9587.761251690168,18404.166531453226,1
0.00014179335082798483,-1.3241427220087276,33209.596806092086,32978.47143411641,31068.74635417629,32418.93819812826,2
0.00018644857781916114,-1.901900450410604,36347.34948096886,36079.662787039946,34391.39351997484,35606.13526266121,2
0.996122822947864,1.096667906321536,30882.933582787653,33412.023199251635,18075.809167446212,27456.921983161836,1
0.00012814267490280463,-0.6238118167138499,34711.52798130799,34401.43365923372,32211.48179570356,33774.81447874842,2
0.40431228570470323,1.0022049746907806,20204.695362028695,26328.6707660041,7674.0572953906285,18069.141141141143,1
0.0023352061002069493,-1.5314387153032365,25967.53006993007,29436.68811188811,24278.735664335665,26560.984615384616,0
0.0006906409774369002,0.975499103956185,35773.58175544896,35879.2843558024,33509.10308844568,35053.98973323235,2
0.00034505335045854896,0.7568769750951906,33762.134103072945,33638.775632930425,31233.78579589873,32878.23184396737,2
1.6959967099572486,0.910962436200185,29822.96083924664,33934.76027075111,14649.648555244268,26135.789888414005,1
0.4266274305191902,-0.20178875466996887,25312.499898559545,31512.202880908906,8789.735849056604,21871.479542841687,1
0.007035900583228226,0.2927380204261317,33871.58737045071,33758.78910580863,31514.485418173055,33048.28729814413,2
1.0126525540013325,0.2146029095661759,29506.499462558222,33933.78602651379,17711.732855607308,27050.672781559773,1
0.769213583784386,0.7305662783245703,26451.51385927505,33585.55739574553,12415.866712946894,24150.979322655825,1
0.00025758722111719556,-1.6844816530797349,33642.04659861295,33158.97202524741,30575.552403958543,32458.857009272964,2
0.000360955232012058,-0.07868273246859721,21754.915887850468,30989.757009345794,21245.906542056076,24663.52647975078,0
0.16785529838299998,0.5767495380744614,24366.755611232904,31392.952082680866,9345.50996972544,21701.73922121307,1
4.412783107441653e-05,-0.39364758740779454,30103.288195675294,29581.782346685573,27057.45763913506,28914.176060498645,2
2.676361976805263,0.3694327317213113,26256.69816083664,30317.213126577713,16722.47529751172,24432.128861642024,1
3.6576085495984367e-05,0.5002879005542589,34834.59667586473,34426.22550214978,32443.166014246293,33901.32939742026,2
0.0010852213853168827,0.9391905154802218,22048.0,31004.883116883117,21223.48051948052,24758.787878787876,0
0.5290366506272337,0.5418397136347733,24005.188395345027,28920.270906408787,13775.863104409113,22233.774135387644,1
0.00011712027727423035,0.259441945175718,34329.73693168004,33855.11305616338,31076.948212983225,33087.26606694222,2
0.0007598287371947827,0.6016135665247831,21671.099981587184,30228.033143067576,21022.92174553489,24307.351623396553,0
3.5906431612777605,0.4661733138150652,24221.519607452028,28348.177923165917,15888.598928205742,22819.43215294123,1
0.0002440780389373948,0.5900368204471155,32699.815483353388,33129.56277577216,28527.929402326514,31452.435887150685,0
0.5185184817925833,0.7734758589693347,22411.36543014996,28639.267561168115,7982.1969657107775,19677.609985676285,1
0.5176396443812475,0.5888179765063768,23621.185349611544,28978.880901562366,10279.155126782207,20959.740459318706,1
0.8175837609627251,0.6105643878568984,21597.576913590397,27517.211214338568,8890.995971388638,19335.2613664392,1
1.9651685274926893,0.17564942020420152,23360.717032551096,27485.41771385314,13486.045117335352,21444.05995457986,1
0.596631375696354,0.9432208896917527,26132.056171470806,29841.62601626016,18412.81892091648,24795.50036954915,1
0.00038708734387584554,0.31767200870233625,33121.70048309179,32868.839836492014,29753.126718691936,31914.555679425248,0
0.4263023528418893,1.0174186034123154,24458.537402178405,27612.58408990921,18223.702435707713,23431.607975931776,1
2.3788245247625884e-05,0.6571951200020975,33996.81150949758,33706.39811172305,31913.62122063617,33205.61028061893,2
2.0807394409054054,-0.14181387815295904,24075.681695408268,30529.928111365054,12199.35341782672,22268.32107486668,1
0.00016720634550220672,-2.2265226578120583,32530.431631919484,32058.73644859813,29170.178576563623,31253.115552360414,2
0.000844131448021564,0.5577154253773626,30454.443303779746,32988.46103593094,28006.37610825945,30483.093482656714,0
0.0001442218106863456,0.8125925804957572,35325.22054219676,34950.402984080465,32002.506627589424,34092.71005128888,2
1.2373633326187137,0.326115704054688,21578.912897966187,26160.286964730112,14748.592122200293,20829.26399496553,1
0.0009622967218778797,0.35782359590425095,22664.19012797075,31478.1718464351,21769.8281535649,25304.063375990252,0
2.3203593931571206e-05,0.43711759149555446,33723.99756186761,33383.61087407046,31628.030720468123,32911.87971880206,2
0.48424505133491036,0.7285316498156673,27616.627290895947,31671.315899136796,17193.76859293277,25493.903927655174,1
